customer_id,first_name,last_name,city,state,zip,OrderNumber,Channel,CurrencyCode,SalesTeamID,Product_id,Order Quantity,Discount Applied,Unit Cost,Unit Price,Transaction Date
260,Andrew,Long,Homewood,Illinois,60430,SO - 0001655,Marketing - Field Event,USD,13,25,3,0.05,563.81,1105.5,2022-04-20
260,Andrew,Long,Homewood,Illinois,60430,SO - 0001772,Referral,USD,4,40,1,0.3,503.51,1118.9,2023-02-18
260,Andrew,Long,Homewood,Illinois,60430,SO - 0004559,Partner,USD,17,12,3,0.4,365.89,850.9,2023-12-22
260,Andrew,Long,Homewood,Illinois,60430,SO - 0004802,Referral,USD,7,39,4,0.075,798.98,1065.3,2024-01-20
260,Andrew,Long,Homewood,Illinois,60430,SO - 0004860,Partner,USD,6,28,4,0.05,4313.8,5460.5,2024-01-21
260,Andrew,Long,Homewood,Illinois,60430,SO - 0006662,Direct/Organic,USD,14,10,8,0.4,3272.88,5741.9,2024-02-03
260,Andrew,Long,Homewood,Illinois,60430,SO - 0007552,Direct/Organic,USD,25,13,2,0.05,2043.37,4006.6,2024-02-07
260,Andrew,Long,Homewood,Illinois,60430,SO - 0007903,Referral,USD,11,3,8,0.2,1474.0,2680.0,2023-09-20
260,Andrew,Long,Homewood,Illinois,60430,SO - 0007958,Marketing - Paid,USD,19,40,6,0.05,148.2,187.6,2024-02-06
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0001831,Direct/Organic,USD,26,39,2,0.05,1272.33,2827.4,2023-04-18
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0002979,Direct/Organic,USD,26,3,6,0.2,1868.5,3892.7,2023-05-14
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0003574,Referral,USD,15,40,1,0.075,3740.95,5755.3,2023-08-21
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0003619,Partner,USD,8,36,4,0.05,2082.23,2539.3,2023-08-21
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0005164,Direct/Organic,USD,12,43,3,0.05,3365.14,5098.7,2024-02-24
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0005241,Marketing - Paid,USD,20,1,1,0.2,124.35,214.4,2024-03-08
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0006419,Referral,USD,22,20,7,0.1,666.92,1058.6,2024-01-04
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0007223,Referral,USD,8,29,1,0.075,1472.79,2539.3,2024-01-01
261,Evelyn,Parker,Davis Station,South Carolina,29041,SO - 0007482,Marketing - Paid,USD,13,5,6,0.15,2454.88,3068.6,2024-02-03
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0001048,Marketing - Field Event,USD,1,43,5,0.1,2276.33,3035.1,2023-03-09
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0002459,Referral,USD,18,21,8,0.05,2706.26,3979.8,2023-04-05
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0002620,Marketing - Field Event,USD,24,17,5,0.15,738.07,1025.1,2023-04-27
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0004299,Partner,USD,6,32,4,0.4,733.52,1078.7,2023-11-18
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0005774,Partner,USD,4,27,3,0.2,122.21,214.4,2024-04-12
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0006000,Partner,USD,24,30,1,0.1,438.18,730.3,2024-02-24
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0006118,Referral,USD,11,22,8,0.1,1292.56,2485.7,2024-03-13
262,Amber,Perry,Roanoke,Virginia,24036,SO - 0007761,Direct/Organic,USD,22,25,4,0.05,2585.66,3859.2,2024-03-01
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0001212,Direct/Organic,USD,5,27,7,0.075,2673.3,3517.5,2022-10-19
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0001362,Partner,USD,13,44,4,0.2,520.86,1132.3,2023-05-28
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0002340,Referral,USD,3,37,1,0.05,1776.44,3289.7,2023-03-24
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0002901,Partner,USD,23,9,8,0.075,198.59,261.3,2023-06-20
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0003312,Marketing - Field Event,USD,16,10,5,0.1,795.16,1849.2,2023-11-14
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0003858,Referral,USD,4,16,5,0.075,2842.94,3644.8,2023-09-24
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0003981,Direct/Organic,USD,16,31,1,0.075,109.75,174.2,2023-10-08
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0004917,Direct/Organic,USD,9,14,5,0.05,88.17,187.6,2024-01-28
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0005393,Direct/Organic,USD,6,26,8,0.1,732.58,951.4,2024-03-23
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0006146,Referral,USD,20,30,2,0.075,442.27,1078.7,2024-03-13
263,Ashley,Martin,Mill Spring,North Carolina,28756,SO - 0007636,Partner,USD,26,33,6,0.075,2283.76,4006.6,2023-07-20
264,James,Price,Little Rock,Arkansas,72259,SO - 000557,Referral,USD,5,25,1,0.15,144.72,241.2,2023-04-22
264,James,Price,Little Rock,Arkansas,72259,SO - 0003515,Marketing - Field Event,USD,19,13,3,0.1,782.56,1956.4,2023-07-16
264,James,Price,Little Rock,Arkansas,72259,SO - 0004748,Direct/Organic,USD,23,36,2,0.05,486.89,1132.3,2023-05-21
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 000229,Partner,USD,5,25,6,0.1,565.61,844.2,2023-02-09
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 000419,Marketing - Paid,USD,23,1,6,0.05,546.05,1092.1,2022-09-15
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 000864,Partner,USD,13,36,6,0.075,1242.85,2345.0,2023-05-27
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 0001755,Referral,USD,12,12,4,0.075,809.56,1882.7,2023-02-01
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 0005114,Marketing - Field Event,USD,8,35,6,0.075,1429.51,1701.8,2024-02-21
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 0006242,Direct/Organic,USD,16,9,8,0.1,2738.96,3912.8,2024-03-26
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 0007290,Partner,USD,27,5,8,0.075,2670.89,6070.2,2024-01-11
265,Kyle,Davis,Gunnison,Colorado,81247,SO - 0007921,Referral,USD,23,35,6,0.075,3509.06,6050.1,2023-10-21
266,Sean,Bailey,McCaulley,Texas,79534,SO - 000267,Referral,USD,3,9,7,0.2,502.5,1005.0,2023-03-19
266,Sean,Bailey,McCaulley,Texas,79534,SO - 000725,Referral,USD,1,20,1,0.1,1658.25,2512.5,2022-12-17
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0001613,Marketing - Paid,USD,2,25,7,0.05,743.5,917.9,2023-05-23
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0002622,Marketing - Field Event,USD,7,29,8,0.1,2766.3,5319.8,2023-04-27
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0005387,Direct/Organic,USD,17,21,8,0.05,1356.08,3082.0,2024-03-23
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0005828,Partner,USD,16,38,1,0.4,2199.74,3437.1,2023-10-13
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0006738,Marketing - Paid,USD,15,8,6,0.075,1078.16,1996.6,2024-02-13
266,Sean,Bailey,McCaulley,Texas,79534,SO - 0007197,Partner,USD,28,20,4,0.05,469.74,1145.7,2024-01-01
267,Anna,Hall,Oakland,Iowa,51560,SO - 000184,Partner,USD,20,15,1,0.05,809.96,1051.9,2022-11-14
267,Anna,Hall,Oakland,Iowa,51560,SO - 0001698,Direct/Organic,USD,3,47,8,0.075,375.87,737.0,2022-08-20
267,Anna,Hall,Oakland,Iowa,51560,SO - 0002731,Marketing - Field Event,USD,18,13,7,0.075,1317.76,1996.6,2023-07-13
267,Anna,Hall,Oakland,Iowa,51560,SO - 0003491,Marketing - Field Event,USD,16,39,4,0.1,135.07,214.4,2023-04-15
267,Anna,Hall,Oakland,Iowa,51560,SO - 0004390,Marketing - Field Event,USD,24,8,7,0.1,4209.95,5929.5,2023-11-24
267,Anna,Hall,Oakland,Iowa,51560,SO - 0005066,Referral,USD,22,5,2,0.2,987.71,1266.3,2023-12-10
267,Anna,Hall,Oakland,Iowa,51560,SO - 0007758,Direct/Organic,USD,22,36,1,0.05,2192.98,3088.7,2024-03-01
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 000453,Direct/Organic,USD,13,30,4,0.15,2090.07,2458.9,2023-01-15
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 000497,Direct/Organic,USD,28,27,8,0.05,1062.15,1279.7,2023-02-21
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 000709,Marketing - Field Event,USD,11,33,3,0.075,1989.9,3979.8,2022-10-17
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0002643,Marketing - Paid,USD,1,26,3,0.15,584.31,1025.1,2023-04-27
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0003190,Referral,USD,27,41,5,0.15,160.8,201.0,2023-06-27
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0004507,Direct/Organic,USD,24,20,6,0.1,2041.83,3852.5,2023-08-19
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0005499,Partner,USD,3,45,1,0.15,1934.96,2546.0,2024-02-14
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0005850,Referral,USD,28,37,4,0.15,2665.26,3919.5,2024-01-12
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0007057,Partner,USD,21,29,8,0.2,436.64,891.1,2024-03-19
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0007249,Direct/Organic,USD,23,33,8,0.1,4374.16,5607.9,2024-01-01
268,Kaitlyn,Morgan,Pacifica,California,94044,SO - 0007505,Partner,USD,25,24,7,0.075,799.24,1011.7,2024-02-03
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 000989,Partner,USD,23,19,2,0.3,754.15,1125.6,2023-01-17
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0001104,Referral,USD,13,3,8,0.1,1336.65,1909.5,2023-05-04
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0001967,Marketing - Paid,USD,24,1,6,0.2,716.1,1118.9,2023-04-09
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0002252,Referral,USD,9,36,1,0.05,2300.65,3899.4,2023-05-11
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0002325,Direct/Organic,USD,7,9,5,0.05,674.96,978.2,2024-01-10
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0002326,Referral,USD,19,4,8,0.075,1578.25,3035.1,2024-01-10
269,Audrey,Parker,Shawnee Mission,Kansas,66285,SO - 0004996,Direct/Organic,USD,21,31,2,0.075,1099.0,2338.3,2023-06-09
270,Michael,Allen,Greenbank,Washington,98253,SO - 000727,Referral,USD,11,18,2,0.1,2496.42,3618.0,2023-01-16
270,Michael,Allen,Greenbank,Washington,98253,SO - 0001774,Marketing - Field Event,USD,23,33,1,0.075,3982.21,5105.4,2023-02-20
270,Michael,Allen,Greenbank,Washington,98253,SO - 0006356,Direct/Organic,USD,19,7,6,0.1,1244.26,2539.3,2023-11-14
270,Michael,Allen,Greenbank,Washington,98253,SO - 0007235,Partner,USD,22,12,8,0.4,3895.38,6492.3,2024-01-01
270,Michael,Allen,Greenbank,Washington,98253,SO - 0007584,Direct/Organic,USD,10,24,5,0.2,966.01,1788.9,2024-02-11
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0003011,Marketing - Paid,USD,9,17,4,0.2,618.41,951.4,2023-08-13
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0003162,Partner,USD,20,25,4,0.075,1451.22,1909.5,2023-06-27
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0006048,Partner,USD,22,30,7,0.1,3175.33,3825.7,2023-08-13
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0006680,Referral,USD,20,38,8,0.15,312.35,743.7,2024-02-08
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0006845,Direct/Organic,USD,25,41,2,0.1,840.45,1313.2,2023-08-16
271,Jason,Butler,Gifford,South Carolina,29923,SO - 0007352,Marketing - Field Event,USD,17,7,7,0.3,1347.97,2284.7,2023-06-18
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0001107,Direct/Organic,USD,16,12,1,0.075,2559.94,3999.9,2023-05-07
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0002548,Marketing - Field Event,USD,6,19,2,0.05,1576.78,1922.9,2023-04-21
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0002709,Direct/Organic,USD,26,13,3,0.05,152.63,227.8,2023-05-13
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0003730,Referral,USD,23,37,3,0.075,201.13,254.6,2023-02-16
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0004200,Direct/Organic,USD,21,47,4,0.075,112.76,221.1,2023-11-02
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0005991,Direct/Organic,USD,6,21,6,0.05,428.8,1072.0,2024-02-24
272,Melissa,Taylor,Huntsville,Alabama,35893,SO - 0007355,Referral,USD,12,18,1,0.1,2459.97,3671.6,2023-07-19
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0001708,Referral,USD,20,23,7,0.05,797.3,1139.0,2022-09-20
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0003092,Referral,USD,27,23,8,0.05,345.12,676.7,2023-06-21
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0003134,Referral,USD,21,9,2,0.15,1271.33,2311.5,2023-06-27
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0006050,Direct/Organic,USD,17,34,7,0.4,1312.13,2572.8,2023-08-13
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0006360,Direct/Organic,USD,22,46,7,0.1,2592.1,3323.2,2023-12-15
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0006924,Marketing - Paid,USD,7,26,5,0.05,4177.58,5802.2,2024-03-05
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0006929,Marketing - Field Event,USD,2,29,3,0.05,2239.94,2666.6,2024-03-05
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0007007,Marketing - Paid,USD,1,34,1,0.15,1691.42,1989.9,2023-12-08
273,Laura,Morgan,Sand Springs,Oklahoma,74063,SO - 0007134,Referral,USD,10,45,5,0.05,517.78,1125.6,2024-01-17
274,Eric,Johnson,Oneco,Florida,34264,SO - 0001607,Direct/Organic,USD,16,5,8,0.05,1999.95,2666.6,2023-05-17
274,Eric,Johnson,Oneco,Florida,34264,SO - 0002394,Marketing - Field Event,USD,4,8,4,0.05,1406.73,2425.4,2023-03-30
274,Eric,Johnson,Oneco,Florida,34264,SO - 0002437,Partner,USD,11,37,1,0.05,589.73,1092.1,2023-04-05
274,Eric,Johnson,Oneco,Florida,34264,SO - 0002542,Marketing - Field Event,USD,3,26,3,0.2,2629.42,5594.5,2023-04-21
274,Eric,Johnson,Oneco,Florida,34264,SO - 0002783,Direct/Organic,USD,17,43,5,0.1,117.25,167.5,2023-05-22
274,Eric,Johnson,Oneco,Florida,34264,SO - 0003701,Direct/Organic,USD,9,42,8,0.1,136.01,234.5,2023-08-31
274,Eric,Johnson,Oneco,Florida,34264,SO - 0004992,Partner,USD,7,34,2,0.1,2588.28,3276.3,2023-05-10
274,Eric,Johnson,Oneco,Florida,34264,SO - 0006488,Direct/Organic,USD,26,26,7,0.2,1682.5,2304.8,2024-01-13
275,Christina,Adams,Burnside,Illinois,62318,SO - 0001640,Marketing - Field Event,USD,23,40,1,0.4,2168.79,2613.0,2022-02-20
275,Christina,Adams,Burnside,Illinois,62318,SO - 0002572,Marketing - Field Event,USD,22,5,6,0.15,4471.85,6210.9,2023-04-21
275,Christina,Adams,Burnside,Illinois,62318,SO - 0002892,Referral,USD,22,22,6,0.1,686.08,1072.0,2023-06-11
275,Christina,Adams,Burnside,Illinois,62318,SO - 0003308,Marketing - Paid,USD,18,34,8,0.075,93.8,167.5,2023-11-14
275,Christina,Adams,Burnside,Illinois,62318,SO - 0003646,Direct/Organic,USD,10,17,3,0.075,2624.79,3162.4,2023-08-21
275,Christina,Adams,Burnside,Illinois,62318,SO - 0004608,Partner,USD,2,27,3,0.05,922.59,1085.4,2023-12-26
275,Christina,Adams,Burnside,Illinois,62318,SO - 0005013,Direct/Organic,USD,28,8,5,0.075,1492.43,1989.9,2023-07-10
275,Christina,Adams,Burnside,Illinois,62318,SO - 0006017,Partner,USD,8,3,1,0.3,1296.12,1775.5,2024-02-13
275,Christina,Adams,Burnside,Illinois,62318,SO - 0006611,Referral,USD,17,39,1,0.05,98.49,201.0,2023-12-16
275,Christina,Adams,Burnside,Illinois,62318,SO - 0007601,Referral,USD,13,7,1,0.2,1098.13,1996.6,2024-03-21
275,Christina,Adams,Burnside,Illinois,62318,SO - 0007954,Partner,USD,12,39,4,0.075,706.18,1038.5,2024-02-06
276,Brian,Taylor,Roslyn,Washington,98991,SO - 000263,Marketing - Paid,USD,17,39,1,0.075,1088.42,1909.5,2023-03-15
276,Brian,Taylor,Roslyn,Washington,98991,SO - 000576,Direct/Organic,USD,12,44,2,0.075,3435.22,5051.8,2023-05-11
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0003513,Marketing - Field Event,USD,7,32,4,0.075,648.02,1045.2,2023-07-16
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0004280,Marketing - Field Event,USD,12,7,8,0.15,2260.85,3966.4,2023-09-18
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0004556,Referral,USD,1,19,3,0.075,1013.04,1876.0,2023-12-22
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0006322,Direct/Organic,USD,12,27,8,0.15,2756.65,3725.2,2023-06-14
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0006623,Marketing - Paid,USD,16,28,1,0.2,1929.6,3859.2,2024-01-15
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0007090,Direct/Organic,USD,11,24,7,0.05,1172.5,2345.0,2023-06-17
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0007368,Marketing - Paid,USD,15,7,8,0.075,3183.84,5896.0,2023-08-18
276,Brian,Taylor,Roslyn,Washington,98991,SO - 0007593,Partner,USD,23,28,1,0.075,107.07,227.8,2024-02-19
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 000323,Direct/Organic,USD,9,47,7,0.05,2057.57,2479.0,2023-05-14
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0001711,Partner,USD,24,7,3,0.05,768.49,1038.5,2022-10-21
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0003394,Direct/Organic,USD,12,43,4,0.075,414.6,797.3,2023-07-22
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0004513,Direct/Organic,USD,3,35,5,0.05,114.57,201.0,2023-09-19
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0005141,Partner,USD,8,37,3,0.05,1225.3,2552.7,2024-02-24
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0005996,Marketing - Field Event,USD,15,16,2,0.075,1512.19,2479.0,2024-02-24
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0006462,Referral,USD,28,35,1,0.05,1225.5,1829.1,2024-01-13
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0006888,Marketing - Paid,USD,14,26,8,0.15,185.93,247.9,2024-01-16
277,Justin,Alexander,Gresham,Wisconsin,54128,SO - 0007060,Marketing - Field Event,USD,17,28,8,0.075,481.86,777.2,2024-03-19
278,Alyssa,Wood,San Clemente,California,92673,SO - 0004584,Referral,USD,13,29,2,0.05,91.92,187.6,2023-12-22
278,Alyssa,Wood,San Clemente,California,92673,SO - 0005088,Direct/Organic,USD,3,42,4,0.1,596.57,1125.6,2024-02-21
278,Alyssa,Wood,San Clemente,California,92673,SO - 0006063,Direct/Organic,USD,21,31,7,0.1,623.77,891.1,2023-09-13
278,Alyssa,Wood,San Clemente,California,92673,SO - 0007128,Marketing - Paid,USD,11,26,3,0.1,2303.46,5118.8,2023-12-18
279,Michael,Cooper,Guyton,Georgia,31312,SO - 000618,Direct/Organic,USD,11,26,7,0.075,889.22,1125.6,2023-06-22
279,Michael,Cooper,Guyton,Georgia,31312,SO - 0001484,Referral,USD,26,39,4,0.15,180.97,247.9,2023-01-19
279,Michael,Cooper,Guyton,Georgia,31312,SO - 0003672,Marketing - Field Event,USD,1,17,2,0.2,2836.51,3939.6,2023-08-31
279,Michael,Cooper,Guyton,Georgia,31312,SO - 0007244,Referral,USD,28,36,6,0.05,745.04,1862.6,2024-01-01
279,Michael,Cooper,Guyton,Georgia,31312,SO - 0007468,Referral,USD,16,14,1,0.1,2100.25,2592.9,2024-01-28
280,Christina,Ross,Oilton,Texas,78371,SO - 0001064,Marketing - Field Event,USD,24,46,3,0.05,2858.22,5293.0,2023-03-25
280,Christina,Ross,Oilton,Texas,78371,SO - 0002944,Marketing - Field Event,USD,7,10,1,0.4,2344.8,2968.1,2023-08-02
280,Christina,Ross,Oilton,Texas,78371,SO - 0003848,Marketing - Field Event,USD,28,29,8,0.075,349.54,743.7,2023-09-21
280,Christina,Ross,Oilton,Texas,78371,SO - 0003870,Direct/Organic,USD,1,40,2,0.4,122.41,194.3,2023-09-24
280,Christina,Ross,Oilton,Texas,78371,SO - 0003910,Marketing - Paid,USD,10,45,8,0.15,2487.71,5293.0,2023-09-27
280,Christina,Ross,Oilton,Texas,78371,SO - 0005283,Direct/Organic,USD,4,25,7,0.1,1640.83,2646.5,2023-07-11
280,Christina,Ross,Oilton,Texas,78371,SO - 0005681,Marketing - Paid,USD,20,13,3,0.05,699.28,984.9,2024-03-10
280,Christina,Ross,Oilton,Texas,78371,SO - 0005793,Partner,USD,15,5,5,0.15,593.02,1118.9,2023-06-12
280,Christina,Ross,Oilton,Texas,78371,SO - 0005833,Partner,USD,4,22,8,0.075,1690.41,2914.5,2023-11-12
280,Christina,Ross,Oilton,Texas,78371,SO - 0005862,Referral,USD,3,30,2,0.075,2366.17,2921.2,2024-02-12
280,Christina,Ross,Oilton,Texas,78371,SO - 0006428,Referral,USD,26,21,5,0.075,1437.95,2934.6,2024-01-04
280,Christina,Ross,Oilton,Texas,78371,SO - 0007104,Referral,USD,2,32,3,0.05,117.25,234.5,2023-08-17
280,Christina,Ross,Oilton,Texas,78371,SO - 0007222,Referral,USD,3,12,3,0.05,546.72,1139.0,2024-01-01
280,Christina,Ross,Oilton,Texas,78371,SO - 0007346,Partner,USD,21,29,7,0.075,883.93,1118.9,2023-06-18
280,Christina,Ross,Oilton,Texas,78371,SO - 0007771,Partner,USD,8,34,5,0.075,1083.39,2211.0,2024-03-01
281,Ashley,Reed,Buffalo,New York,14276,SO - 000684,Marketing - Paid,USD,10,27,3,0.2,591.74,857.6,2022-08-16
281,Ashley,Reed,Buffalo,New York,14276,SO - 000833,Direct/Organic,USD,8,13,6,0.4,687.42,1145.7,2023-04-26
281,Ashley,Reed,Buffalo,New York,14276,SO - 0003471,Direct/Organic,USD,28,9,8,0.2,462.84,1051.9,2023-02-15
281,Ashley,Reed,Buffalo,New York,14276,SO - 0004094,Referral,USD,21,2,5,0.1,1739.99,2485.7,2023-10-22
281,Ashley,Reed,Buffalo,New York,14276,SO - 0005341,Direct/Organic,USD,9,16,7,0.1,3142.23,3879.3,2024-03-23
281,Ashley,Reed,Buffalo,New York,14276,SO - 0007620,Direct/Organic,USD,1,5,8,0.05,1629.37,1963.1,2023-05-20
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 000385,Direct/Organic,USD,12,23,8,0.05,3858.13,6539.2,2022-05-16
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0002215,Direct/Organic,USD,27,16,6,0.1,114.97,221.1,2023-02-28
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0003706,Partner,USD,14,36,8,0.05,627.12,964.8,2023-08-31
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0004387,Partner,USD,9,17,1,0.05,2123.63,3792.2,2023-11-24
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0005304,Marketing - Field Event,USD,7,11,3,0.1,419.15,911.2,2023-10-11
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0005486,Direct/Organic,USD,13,30,2,0.4,1485.59,2606.3,2024-02-14
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0005566,Referral,USD,16,38,8,0.15,142.84,174.2,2023-09-11
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0006521,Referral,USD,26,2,2,0.05,536.0,1072.0,2024-02-15
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0006904,Partner,USD,13,11,4,0.2,4110.45,5480.6,2024-03-05
282,Megan,Bennett,Minneapolis,Minnesota,55435,SO - 0006913,Partner,USD,25,16,4,0.075,1271.12,1869.3,2024-03-05
283,Natalie,Wright,New London,Texas,75682,SO - 0001076,Referral,USD,2,29,4,0.1,850.83,1025.1,2023-04-06
283,Natalie,Wright,New London,Texas,75682,SO - 0001529,Direct/Organic,USD,13,29,5,0.075,906.11,1313.2,2023-02-28
283,Natalie,Wright,New London,Texas,75682,SO - 0001913,Direct/Organic,USD,27,11,8,0.15,527.02,924.6,2023-07-09
283,Natalie,Wright,New London,Texas,75682,SO - 0003665,Partner,USD,20,34,2,0.075,915.96,1869.3,2023-08-31
283,Natalie,Wright,New London,Texas,75682,SO - 0005040,Marketing - Paid,USD,17,18,8,0.05,1887.79,3932.9,2023-10-10
283,Natalie,Wright,New London,Texas,75682,SO - 0005185,Direct/Organic,USD,21,42,2,0.2,1703.01,2398.6,2024-03-02
283,Natalie,Wright,New London,Texas,75682,SO - 0005662,Referral,USD,15,20,6,0.2,147.74,234.5,2024-02-18
283,Natalie,Wright,New London,Texas,75682,SO - 0006825,Direct/Organic,USD,24,32,1,0.05,1199.3,2398.6,2023-05-17
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 000211,Direct/Organic,USD,6,27,7,0.2,1675.74,2659.9,2023-01-22
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 000266,Direct/Organic,USD,1,19,6,0.05,4300.86,6324.8,2023-03-18
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0001284,Direct/Organic,USD,9,45,5,0.075,1684.18,2673.3,2023-03-11
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0002698,Marketing - Paid,USD,26,24,8,0.1,1286.33,1762.1,2023-05-13
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0003824,Marketing - Paid,USD,22,39,8,0.05,2398.6,5996.5,2024-01-16
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0004111,Referral,USD,12,1,7,0.05,377.34,857.6,2023-10-22
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0004577,Direct/Organic,USD,11,25,4,0.05,943.36,1715.2,2023-12-22
284,Stephanie,Reed,Rock Hill,South Carolina,29731,SO - 0005102,Partner,USD,12,41,3,0.1,1884.44,3845.8,2024-02-21
